CIPTitle,INSTNM,Total,Pct,Denom
"History, General.",University of Akron Main Campus,1,0.05263157894736842,19
"History, General.",University of Arizona,0,0,55
"History, General.",University of Arkansas,1,0.02702702702702703,37
"History, General.",University of California-Berkeley,2,0.011428571428571429,175
"History, General.",University of California-Davis,2,0.024390243902439025,82
"History, General.",University of California-Irvine,1,0.011764705882352941,85
"History, General.",University of California-Los Angeles,7,0.03867403314917127,181
"History, General.",University of California-Riverside,0,0,50
"History, General.",University of California-San Diego,1,0.014705882352941176,68
"History, General.",University of California-Santa Barbara,1,0.00980392156862745,102
"History, General.",University of California-Santa Cruz,1,0.027777777777777776,36
"History, General.",University of Chicago,11,0.06179775280898876,178
"History, General.",University of Cincinnati-Main Campus,0,0,22
"History, General.",University of Colorado Boulder,0,0,38
"History, General.",University of Connecticut,1,0.04,25
"History, General.",University of Delaware,2,0.03571428571428571,56
"History, General.",University of Florida,4,0.05555555555555555,72
"History, General.",University of Georgia,2,0.043478260869565216,46
"History, General.",University of Hawaii at Manoa,0,0,34
"History, General.",University of Houston,1,0.018867924528301886,53
"History, General.",University of Idaho,0,0,3
"History, General.",University of Illinois at Chicago,1,0.02857142857142857,35
"History, General.",University of Illinois at Urbana-Champaign,12,0.11764705882352941,102
"History, General.",University of Iowa,3,0.05454545454545454,55
"History, General.",University of Kansas,1,0.013513513513513514,74
"History, General.",University of Kentucky,2,0.04081632653061224,49
"History, General.",University of Maine,1,0.05555555555555555,18
"History, General.",University of Maryland-College Park,5,0.06756756756756757,74
"History, General.",University of Massachusetts-Amherst,2,0.1,20
"History, General.",University of Memphis,11,0.24444444444444444,45
"History, General.",University of Miami,3,0.2,15
"History, General.",University of Michigan-Ann Arbor,7,0.0625,112
"History, General.",University of Minnesota-Twin Cities,2,0.023809523809523808,84
"History, General.",University of Mississippi,3,0.07894736842105263,38
"History, General.",University of Missouri-Columbia,3,0.08333333333333333,36
"History, General.",University of Nebraska-Lincoln,1,0.03225806451612903,31
"History, General.",University of Nevada-Las Vegas,0,0,18
"History, General.",University of Nevada-Reno,0,0,9
"History, General.",University of New Hampshire-Main Campus,0,0,22
"History, General.",University of New Mexico-Main Campus,0,0,55
"History, General.",University of North Carolina at Chapel Hill,12,0.09022556390977443,133
"History, General.",University of North Carolina at Greensboro,1,0.03225806451612903,31
"History, General.",University of North Dakota,0,0,3
"History, General.",University of North Texas,0,0,39
"History, General.",University of Notre Dame,0,0,68
"History, General.",University of Oklahoma-Norman Campus,0,0,35
"History, General.",University of Oregon,0,0,15
"History, General.",University of Pennsylvania,8,0.08,100
"History, General.",University of Pittsburgh-Pittsburgh Campus,0,0,37
"History, General.",University of Puerto Rico-Rio Piedras,0,0,25
"History, General.",University of Rochester,1,0.03225806451612903,31
"History, General.",University of South Carolina-Columbia,4,0.09523809523809523,42
"History, General.",University of South Florida-Main Campus,0,0,8
"History, General.",University of Southern California,1,0.018867924528301886,53
"History, General.",University of Southern Mississippi,1,0.07692307692307693,13
"History, General.",University of Toledo,0,0,9
"History, General.",University of Utah,0,0,18
"History, General.",University of Virginia-Main Campus,2,0.018691588785046728,107
"History, General.",University of Washington-Seattle Campus,3,0.05,60
"History, General.",University of Wisconsin-Madison,6,0.03870967741935484,155
"History, General.",University of Wisconsin-Milwaukee,0,0,13
"History, General.",Vanderbilt University,5,0.10416666666666667,48
"History, General.",Washington State University,0,0,31
"History, General.",Washington University in St Louis,0,0,24
"History, General.",Wayne State University,2,0.09523809523809523,21
"History, General.",West Virginia University,1,0.02,50
"History, General.",Western Michigan University,1,0.05,20
"History, General.",Yale University,5,0.02564102564102564,195
"History, Other.",Brandeis University,0,0,14
"History, Other.",Inter American University of Puerto Rico-Metro,0,0,14
"History, Other.",Ohio University-Main Campus,0,0,19
"History, Other.",The University of Texas at Arlington,1,0.047619047619047616,21
"History, Other.",The University of Texas at El Paso,3,0.08333333333333333,36
"History, Other.",University of California-Merced,0,0,13
"History, Other.",University of California-Santa Barbara,0,0,2
"History, Other.",University of Chicago,0,0,7
"History, Other.",University of Michigan-Ann Arbor,1,0.037037037037037035,27
"History, Other.",University of Pennsylvania,0,0,10
"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Capella University,4,0.13333333333333333,30
"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",New Jersey City University,7,0.28,25
Homeland Security.,National American University-Rapid City,0,0,4
Horticultural Science.,Colorado State University-Fort Collins,0,0,13
Horticultural Science.,Iowa State University,0,0,6
Horticultural Science.,Kansas State University,0,0,15
Horticultural Science.,Louisiana State University and Agricultural & Mechanical College,0,0,3
Horticultural Science.,Michigan State University,0,0,10
Horticultural Science.,North Carolina State University at Raleigh,0,0,27
Horticultural Science.,Ohio State University-Main Campus,0,0,52
Horticultural Science.,Pennsylvania State University-Main Campus,0,0,17
Horticultural Science.,Purdue University-Main Campus,0,0,31
Horticultural Science.,Texas A & M University-College Station,0,0,2
Horticultural Science.,University of Florida,1,0.011764705882352941,85
Horticultural Science.,University of Georgia,0,0,6
Horticultural Science.,University of Hawaii at Manoa,0,0,1
Horticultural Science.,University of Nebraska-Lincoln,0,0,1
Horticultural Science.,University of Wisconsin-Madison,0,0,5
Horticultural Science.,Virginia Polytechnic Institute and State University,0,0,23
Horticultural Science.,Washington State University,0,0,29
Hospital and Health Care Facilities Administration/Management.,New York Medical College,3,0.3,10
Hospital and Health Care Facilities Administration/Management.,University of Kansas,0,0,6
"Hospitality Administration/Management, General.",Iowa State University,2,0.03389830508474576,59
"Hospitality Administration/Management, General.",Texas Tech University,2,0.03076923076923077,65
"Hospitality Administration/Management, General.",The University of Tennessee-Knoxville,0,0,26
"Hospitality Administration/Management, General.",University of Central Florida,0,0,9
"Hospitality Administration/Management, General.",University of Nevada-Las Vegas,0,0,39
"Hospitality Administration/Management, General.",University of South Carolina-Columbia,0,0,14
"Hospitality Administration/Management, General.",Virginia Polytechnic Institute and State University,0,0,16
"Hospitality Administration/Management, Other.",Pennsylvania State University-Main Campus,0,0,28
Hotel/Motel Administration/Management.,Cornell University,0,0,11
Hotel/Motel Administration/Management.,Ohio State University-Main Campus,0,0,4
Hotel/Motel Administration/Management.,Purdue University-Main Campus,0,0,50
Hotel/Motel Administration/Management.,University of Houston,0,0,1
"Housing and Human Environments, General.",University of Georgia,6,0.24,25
"Housing and Human Environments, General.",University of Washington-Seattle Campus,0,0,20
Human Computer Interaction.,Iowa State University,1,0.017241379310344827,58
Human Computer Interaction.,University of Minnesota-Twin Cities,0,0,2
Human Computer Interaction.,University of Missouri-Columbia,0,0,5
"Human Development and Family Studies, General.",Colorado State University-Fort Collins,1,0.06666666666666667,15
"Human Development and Family Studies, General.",Cornell University,0,0,13
"Human Development and Family Studies, General.",Fielding Graduate University,7,0.08974358974358974,78
"Human Development and Family Studies, General.",Iowa State University,2,0.030303030303030304,66
"Human Development and Family Studies, General.",Michigan State University,7,0.14,50
"Human Development and Family Studies, General.",Mississippi State University,0,0,4
"Human Development and Family Studies, General.",Montclair State University,0,0,5
"Human Development and Family Studies, General.",Ohio State University-Main Campus,3,0.06976744186046512,43
"Human Development and Family Studies, General.",Oregon State University,0,0,35
"Human Development and Family Studies, General.",Pennsylvania State University-Main Campus,2,0.023529411764705882,85
"Human Development and Family Studies, General.",Purdue University-Main Campus,1,0.030303030303030304,33
"Human Development and Family Studies, General.",Syracuse University,3,0.1,30
"Human Development and Family Studies, General.",Texas Tech University,1,0.024390243902439025,41
"Human Development and Family Studies, General.",Texas Woman's University,19,0.6785714285714286,28
"Human Development and Family Studies, General.",The University of Tennessee-Knoxville,0,0,25
"Human Development and Family Studies, General.",The University of Texas at Austin,0,0,54
